TrainingType,BrainTypeVegan,SurvivorPercentageVegan,SurvivorAvgAgeVegan,BrainTypeCarnivore,SurvivorPercentageCarnivore,SurvivorAvgAgeCarnivore
veg_SAC__carn_SAC,SAC,0.700000000,8354.533000000,SAC,0.133333340,6156.133300000
veg_SAC__carn_SAC,SAC,0.600000000,7915.033000000,SAC,0.333333343,6799.467000000
veg_SAC__carn_SAC,SAC,0.733333349,8066.067000000,SAC,0.200000000,5875.333500000
veg_SAC__carn_SAC,SAC,0.666666700,7888.266600000,SAC,0.000000000,3836.466550000
veg_SAC__carn_SAC,SAC,0.933333337,9739.566000000,SAC,0.200000000,6722.200000000
veg_SAC__carn_SAC,SAC,0.700000000,8143.633300000,SAC,0.266666681,6261.600000000
veg_SAC__carn_SAC,SAC,0.633333300,8545.434000000,SAC,0.333333343,7014.467000000
veg_SAC__carn_SAC,SAC,0.933333337,9555.000000000,SAC,0.000000000,3610.200000000
veg_SAC__carn_SAC,SAC,0.533333361,6818.900000000,SAC,0.066666670,7687.333500000
veg_SAC__carn_SAC,SAC,0.700000000,8346.833000000,SAC,0.266666681,6211.533000000
veg_SAC__carn_SAC,SAC,0.666666700,8263.566000000,SAC,0.333333343,8498.200000000
veg_SAC__carn_SAC,SAC,0.700000000,8501.333000000,SAC,0.000000000,4264.800000000
veg_SAC__carn_SAC,SAC,0.833333300,9053.600000000,SAC,0.200000000,7943.333500000
veg_SAC__carn_SAC,SAC,0.666666700,8169.733400000,SAC,0.133333340,6079.333500000
veg_SAC__carn_SAC,SAC,0.733333349,8582.800000000,SAC,0.266666681,7629.067000000
veg_SAC__carn_SAC,SAC,0.933333337,9549.800000000,SAC,0.000000000,5116.200000000
veg_SAC__carn_SAC,SAC,0.700000000,8323.833000000,SAC,0.266666681,7612.533000000
veg_SAC__carn_SAC,SAC,0.600000000,8107.567000000,SAC,0.133333340,6151.933000000
veg_SAC__carn_SAC,SAC,0.766666651,8541.600000000,SAC,0.000000000,5792.866700000
veg_SAC__carn_SAC,SAC,0.700000000,8183.467000000,SAC,0.066666670,5113.600000000
veg_SAC__carn_SAC,SAC,0.700000000,8176.300000000,SAC,0.333333343,7637.600000000
veg_SAC__carn_SAC,SAC,0.833333300,8675.833000000,SAC,0.200000000,7332.400000000
veg_SAC__carn_SAC,SAC,0.633333300,7476.133300000,SAC,0.266666681,6681.067000000
veg_SAC__carn_SAC,SAC,0.666666700,7801.333500000,SAC,0.200000000,6205.933000000
veg_SAC__carn_SAC,SAC,0.566666663,7714.067000000,SAC,0.133333340,6399.333500000
veg_SAC__carn_SAC,SAC,0.566666663,7592.200000000,SAC,0.200000000,6552.067000000
veg_SAC__carn_SAC,SAC,0.500000000,7131.733400000,SAC,0.266666681,6998.333500000
veg_SAC__carn_SAC,SAC,0.833333300,9345.333000000,SAC,0.200000000,5673.000000000
veg_SAC__carn_SAC,SAC,0.700000000,8034.533000000,SAC,0.066666670,5697.000000000
veg_SAC__carn_SAC,SAC,0.700000000,7612.067000000,SAC,0.000000000,2152.000000000
veg_SAC__carn_SAC,SAC,0.700000000,8108.800000000,SAC,0.333333343,7263.533000000
veg_SAC__carn_SAC,SAC,0.766666651,8816.634000000,SAC,0.333333343,7425.666500000
veg_SAC__carn_SAC,SAC,0.666666700,8184.400000000,SAC,0.533333361,8554.934000000
veg_SAC__carn_SAC,SAC,0.833333300,8575.467000000,SAC,0.000000000,2350.000000000
veg_SAC__carn_SAC,SAC,0.666666700,7952.500000000,SAC,0.266666681,7335.800000000
veg_SAC__carn_SAC,SAC,0.733333349,8116.600000000,SAC,0.266666681,7002.400000000
veg_SAC__carn_SAC,SAC,0.766666651,8782.167000000,SAC,0.200000000,7210.533000000
veg_SAC__carn_SAC,SAC,0.933333337,9432.600000000,SAC,0.000000000,2367.600000000
veg_SAC__carn_SAC,SAC,0.700000000,7976.833500000,SAC,0.266666681,7268.467000000
veg_SAC__carn_SAC,SAC,0.733333349,8145.067000000,SAC,0.066666670,6040.733400000
veg_SAC__carn_SAC,SAC,0.633333300,7803.366700000,SAC,0.400000000,6968.467000000
veg_SAC__carn_SAC,SAC,0.633333300,7395.200000000,SAC,0.000000000,2556.800000000
